min,avg,max
22,51,86
25,56,86
24,43,75
30,45,64
30,55,80
18,49,105
28,56,78
16,29,82
16,57,94
34,58,90
29,62,88
21,41,77
25,70,118
33,51,86
19,36,92
30,60,112
25,45,86
27,54,98
16,24,51
19,60,93
18,48,107
16,38,98
43,61,91
30,56,81
30,65,114
19,57,91
18,63,104
21,63,125
25,54,90
17,59,99
22,57,98
18,53,93
16,36,64
16,37,99
17,40,67
32,57,75
25,55,84
19,53,115
16,45,86
16,38,66
16,57,105
16,74,95
52,69,107
32,49,84
29,57,90
32,55,94
34,53,70
21,63,117
31,57,84
21,51,112
24,48,82
18,41,74
20,61,80
22,47,103
21,57,117
53,73,118
23,57,131
16,43,112
30,56,92
27,59,87
24,70,123
32,46,62
31,60,98
34,62,93
31,67,103
19,42,63
20,65,92
35,60,87
30,61,80
25,51,69
16,56,84
32,52,95
41,61,73
37,67,97
36,62,87
29,69,117
47,72,108
41,72,92
16,31,63
16,54,110
61,87,117
22,55,86
21,57,90
27,71,139
33,60,85
30,66,138
38,58,94
25,58,108
44,72,107
16,54,104
22,78,146
29,80,122
35,65,111
16,40,75
18,55,109
50,67,87
23,67,107
26,55,102
19,67,114
52,74,110
28,47,75
16,46,79
38,75,120
16,48,85
52,67,86
16,37,84
23,59,99
24,52,88
18,45,70
21,61,93
23,41,66
29,66,123
45,54,65
39,57,80
25,58,86
16,46,84
16,22,37
24,60,92
17,51,71
18,62,98
25,48,93
31,64,128
48,67,92
45,58,73
16,34,63
16,56,83
17,52,101
42,68,106
24,49,80
16,51,90
16,45,91
25,62,102
23,52,92
34,54,79
16,32,67
29,48,77
33,76,120
22,47,77
24,49,81
16,26,47
16,65,147
30,50,78
19,44,70
28,64,91
16,47,76
21,42,71
34,68,94
30,54,77
16,27,99
17,52,103
42,68,94
30,53,121
31,56,90
16,45,78
18,38,82
16,33,95
23,46,85
17,52,90
16,36,68
22,36,53
18,35,64
27,60,92
36,55,83
21,45,76
44,80,97
16,59,169
31,52,79
16,62,121
52,80,113
27,50,79
16,37,79
33,49,78
18,46,72
33,54,86
25,54,77
23,54,105
27,52,93
16,54,136
39,54,65
17,49,95
40,75,119
23,54,98
16,51,87
16,45,57
16,60,118
30,50,74
24,46,67
20,52,93
16,44,87
33,50,84
17,46,87
36,61,94
18,46,68
21,53,77
37,64,94
20,52,86
35,55,96
16,36,77
32,61,79
28,50,72
16,36,69
16,63,103
30,43,77
24,50,89
17,52,115
21,40,56
27,56,82
38,55,84
47,78,100
39,62,89
21,60,129
21,44,97
16,47,95
24,49,91
16,55,78
32,54,78
16,59,102
16,47,115
24,35,62
21,69,116
37,67,94
18,42,95
26,47,82
16,42,93
27,45,71
16,39,65
29,52,74
16,57,129
21,59,105
23,40,82
19,36,54
23,55,82
16,42,66
43,63,90
26,53,120
32,55,85
16,40,67
20,41,71
16,40,60
30,47,64
16,48,90
20,60,76
27,57,82
16,45,99
16,44,65
16,33,74
43,66,90
22,51,82
16,51,68
51,73,110
41,56,78
34,59,91
22,48,88
36,57,83
16,52,82
18,50,76
20,34,62
17,38,52
21,50,87
38,55,88
16,42,83
26,46,81
16,51,90
19,51,86
41,58,77
16,41,84
37,73,102
23,54,87
29,51,77
27,58,90
44,63,102
27,40,60
16,40,71
23,63,121
16,47,107
40,67,101
21,50,99
26,59,88
22,55,82
34,48,67
39,67,111
16,49,79
17,55,82
16,54,89
28,51,73
16,54,130
16,60,91
19,40,68
28,57,72
23,41,59
16,52,94
36,60,98
32,51,71
29,43,64
47,72,111
18,38,79
16,46,84
20,61,91
17,49,85
54,63,72
25,51,93
26,61,87
24,63,82
26,47,65
19,49,75
22,54,87
17,62,86
16,57,120
16,54,90
26,52,84
16,64,149
35,56,88
28,61,104
16,56,92
39,68,97
16,50,84
27,74,106
28,48,108
16,36,64
40,69,99
16,38,84
16,31,62
16,39,80
16,48,97
22,64,128
16,31,76
24,61,111
26,47,100
20,56,133
16,55,96
34,79,114
22,48,86
19,57,122
16,43,71
30,59,80
43,74,116
16,40,77
26,62,96
16,46,86
33,56,78
30,46,70
27,53,96
41,68,95
17,41,106
22,46,66
16,69,119
16,29,54
39,56,84
34,54,85
16,46,76
16,44,87
16,50,78
26,52,91
28,60,95
26,59,106
23,54,101
16,39,84
18,55,93
21,75,127
16,34,55
16,45,81
16,51,79
16,64,117
16,35,65
22,49,100
24,53,102
18,50,109
16,37,74
24,52,102
16,60,113
35,62,101
21,44,88
19,39,82
16,57,105
22,54,73
23,54,92
27,47,76
16,31,92
22,54,97
16,38,76
16,45,83
27,54,92
44,68,113
22,62,126
22,51,107
25,52,92
39,58,104
18,53,85
24,43,78
38,67,102
25,51,77
16,48,75
16,29,47
20,48,106
30,48,66
16,52,85
16,22,47
17,55,105
22,64,97
32,61,86
21,43,93
16,49,105
24,50,84
16,45,86
16,39,65
34,61,108
25,50,80
16,44,85
16,47,105
24,49,75
24,48,104
32,54,100
16,44,66
16,42,117
16,47,95
16,60,75
35,60,78
28,62,102
16,47,76
22,52,108
24,58,98
18,40,64
16,29,48
38,64,108
31,62,120
26,53,83
30,66,107
23,49,86
24,46,92
29,51,101
37,67,106
29,57,93
17,39,58
11,50,78
16,39,76
33,60,89
17,57,110
19,56,126
16,42,68
16,58,102
17,52,80
21,52,102
16,29,47
16,53,113
33,55,87
21,50,75
17,43,59
33,61,87
22,42,69
17,55,103
18,49,89
22,41,60
32,66,89
16,29,63
