min,avg,max
0.002,0.6616000107955188,1.901
0.0,0.15030000041006134,0.8
0.0,0.4304000092553906,2.101
0.0,0.35,1.4
0.0,0.15000000596046448,1.2
0.0,0.7804000045871362,2.5
0.0,0.24009999334812165,2.001
0.0,0.3503000029944815,2.0
0.0,0.6109000099706463,1.6010001
0.001,0.8808000322198495,2.0010002
0.001,0.9106000151252374,1.9000001
0.3,0.6903000205755234,1.4000001
0.0,0.17000000476837157,0.6
0.001,1.0112000103807077,2.901
0.001,0.8710000132559799,1.801
0.002,1.2505000348901376,2.5
0.002,1.4609000246739015,3.1
0.001,1.0104000253486447,2.9
0.0,0.20000000298023224,1.0
0.001,0.47090000768657775,1.6010001
0.201,1.3305000394582749,3.0010002
0.2,0.9600999996066093,2.5
0.001,0.8604999879025854,2.1009998
0.3,1.1501000016927718,2.3
0.001,1.2211999870254657,3.001
0.003,1.34130002646707,2.701
0.001,1.5105000479030424,4.401
0.0,2.960500007867813,15.802
0.0,2.1105999631690793,14.000999
0.001,1.0701999930548483,2.6
0.0,1.500400000810623,3.3009999
0.0,2.8401999562978744,14.301
0.301,2.6108999609947205,15.4
0.0,1.0607000321149826,2.701
0.001,0.40109999229898674,1.4009999
0.4,1.9705000281333924,4.002
0.501,2.440900045633316,4.901
0.801,3.980999994277954,15.002
0.0,0.8504000333952717,2.301
0.6,2.9306000113487243,4.8
0.001,2.130900016031228,4.5
0.0,3.2904999792575835,14.801
2.1,3.141200065612793,5.6010003
0.001,2.1815999520826153,6.1019998
0.0,1.8306000083684921,3.3999999
0.0,2.8605000257492064,6.001
0.0,6.721099764108658,19.499998
1.501,5.901100051403046,18.0
0.70000005,4.401100134849548,16.702002
1.1010001,2.5516000628471374,3.902
0.0,4.200699998438358,19.201
0.0,2.880999982357025,7.401
0.001,3.4609001112985425,6.401
0.0,1.7203999787569046,4.302
1.003,2.121299993991852,3.4029999
0.0,2.0703999161720277,6.2019997
0.0,1.4706000208854675,3.8000002
0.0,2.9602001041173933,19.401001
0.201,2.9404000252485276,8.201
0.802,3.050900012254715,5.7999997
0.0,4.630899882316589,18.001999
0.0,3.7506998777389526,17.4
0.0,4.43050000667572,17.801
0.0,2.52020001411438,14.8
0.0,4.381199967861176,15.802
0.0,1.5505000174045562,4.001
1.0,3.14120010137558,6.5010004
0.801,5.650600183010101,16.901001
0.0,0.940200026135426,6.3
1.0020001,4.191800105571747,15.002001
0.0,1.1901999846100808,4.1019998
0.001,3.5212000502157026,9.901
0.0,3.400500054657459,14.5
0.0,1.7708000659942627,4.2000003
0.0,3.062000012397766,4.801
0.6,4.960999846458435,24.502998
0.0,4.780599923431874,14.8
0.0,3.5705999970436095,14.5
0.001,3.1005000678705983,6.3
0.0,3.4903998717665674,20.401999
0.0,4.520900000433903,15.0
0.0,1.350200018286705,6.501
1.4000001,4.050500154495239,9.000001
0.0,4.5407999634742735,11.4
0.0,1.0800999522209167,8.500999
0.0,0.7003000169992447,2.401
0.4,3.5715000301599504,5.701
0.0,3.740699952840805,14.801
0.0,3.461200112104416,14.603002
0.0,1.870399971108418,5.002
0.0,1.9912999361753463,6.8019996
0.6,3.2210000276565554,5.5010004
0.0,1.4402000218629838,5.1000004
0.0,1.7303000330924987,6.4
0.0,3.47049999962328,15.901
0.201,2.5906999498605727,6.002
0.0,5.980400192737579,31.400002
0.0,1.730399937729817,8.200999
0.0,2.071099990606308,4.501
0.0,4.740899932384491,14.702
0.0,3.900900012254715,6.9020004
2.6019998,6.421399784088135,18.502998
0.802,2.262000006437302,5.4
0.0,5.3015001058578495,16.5
0.9,8.950800192356109,63.100002
0.0,9.11059997677803,67.5
0.0,7.8807997584342955,33.000996
1.6010001,3.5703999757766725,6.7
0.501,3.681200051307678,5.903
0.0,3.901400017738342,16.202
0.8,7.861299812793732,39.601997
0.001,2.8111000670003703,6.4000006
0.001,2.480700035195332,5.601
0.0,5.731200015544891,15.003
1.0,2.6507999420166017,3.801
0.4,6.271400001645088,15.901
0.0,0.7904000012087635,2.7029998
1.101,4.431100010871887,21.104
0.0,2.5701000154018403,14.2
0.0,2.400700032711029,7.1010003
0.0,2.1805000139283948,8.602
0.0,3.8212000757455824,13.002001
0.801,7.231600177288056,17.901001
0.3,2.660200035572052,14.3
0.0,0.18010000268695875,0.5
0.0,2.240200053155422,13.201
0.0,2.7505000591278077,5.001
0.0,5.459999984502792,18.1
0.501,4.55179995894432,17.201
0.0,5.950599879026413,21.103998
0.0,6.5904998779296875,26.699999
0.0,5.990799814462662,30.601
0.0,5.380400037765503,15.4
0.0,11.781899666786193,61.602997
0.0,2.790099821984768,16.599998
0.301,4.10109995007515,17.9
0.501,9.86089980006218,38.403
0.0,7.77999994456768,62.5
2.1,9.251899671554565,36.703
0.0,6.171300029754638,19.701
0.0,1.6106999516487122,5.0039997
0.0,1.5713999837636947,3.4029999
0.001,4.941399831871967,20.701998
0.0,3.3802996814250945,20.699997
0.0,4.80079970061779,16.601997
0.0,4.021400156617164,14.203002
0.0,4.150499984622002,15.2
0.0,6.450199696421623,20.300999
0.0,3.770600068569183,19.7
0.0,10.500999301671982,26.501997
0.001,4.971799821953755,20.901999
0.0,2.650499904155731,4.9999995
0.0,2.781299942731857,6.3999996
1.5009999,4.60099995136261,20.501
0.4,6.5911001652479175,21.4
0.0,2.8602998806047255,19.099998
0.0,5.890399897098542,18.9
1.0,10.191199350357056,30.800997
0.4,5.370500013232231,35.701
0.0,5.800500109791756,18.601
0.0,6.980599963665009,18.901
0.0,1.72009996175766,11.4
1.201,7.0714998006820675,18.601997
0.001,4.302000029187184,20.601
0.0,1.8206000115489587,6.801
0.0,10.340499058365822,39.101994
0.0,6.690399861335754,18.0
0.0,6.0907000541687015,20.202
